Timestamp,Signature ID,Event Description,Classification,Priority,Protocol,Source IP:Port,Destination IP:Port
03/18/2024-20:20:30.001933,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:21:12.083107,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:22:08.226970,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:22:08.227379,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:22:14.288439,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:25:15.433154,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:25:49.061200,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:49.061247,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:50.065916,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:52.081908,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:52.749113,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:52.749181,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:25:56.913967,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:26:05.105985,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:26:21.233977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:28:11.335123,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-20:28:11.644800,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-20:28:12.054316,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-20:28:12.295405,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:30:07.812770,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 53,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:30:15.550095,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:31:12.993663,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:31:12.994048,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:31:32.321664,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 69,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:32:29.948054,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:29.948118,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:30.961975,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:32.978003,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:33.277140,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:33.277193,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:37.297934,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:32:45.489921,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:33:01.617927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:35:15.441091,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:37:55.578632,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:39:34.363697,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:40:15.446056,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:44:51.146273,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:45:15.434834,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:46:25.344727,**,,ET HUNTING ZIP file exfiltration over raw TCP,Classification: Misc activity,Priority: 3,,
03/18/2024-20:48:32.855559,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:32.855619,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:33.873984,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:35.335723,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:35.335769,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:36.738116,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:36.738181,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:38.769914,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:42.929925,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:48:51.121915,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:49:07.249925,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:50:15.553992,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:50:21.925908,**,,ET 3CORESec Poor Reputation IP group 15,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:50:21.970398,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-20:53:29.767607,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:55:15.590676,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-20:56:31.991755,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:31.991839,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:33.009923,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:33.579389,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:33.579443,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:35.601909,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:36.402680,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:36.402732,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:40.626018,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:56:48.817931,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:57:04.946007,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:57:13.541163,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:58:28.706221,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:58:28.877059,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-20:58:38.650105,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:58:42.100546,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:58:45.538410,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:58:48.958857,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:58:52.402043,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-20:58:55.850860,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:00:15.453821,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:02:15.299937,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:02:15.300265,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:22.530821,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:22.530897,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:23.537926,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:23.859798,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:23.859864,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:25.873932,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:26.873496,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:26.873564,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:30.993961,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:39.185922,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:03:55.313922,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:05:15.548006,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:09:01.058344,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:09:08.484475,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:09:49.739261,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 53,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:10:15.446712,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:15:15.437567,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:20:10.185963,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:20:15.430420,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:21:49.057115,**,,ET 3CORESec Poor Reputation IP group 3,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:21:55.141271,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:24:44.272002,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:44.335829,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:44.474545,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:52.636979,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:52.742067,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:52.756450,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:24:52.870706,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-21:25:15.610632,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:25:59.556902,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:25:59.556999,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:00.561945,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:01.727896,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:01.727929,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:03.733913,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:07.793943,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:15.985960,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:26:32.113924,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:15.555086,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:30:39.387601,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:39.387682,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:40.401981,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:41.383095,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:41.383171,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:43.409999,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:47.601953,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:30:55.793928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:31:11.921913,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:33:20.327959,**,,ET SCAN MS Terminal Server Traffic on Non-standard Port,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-21:34:03.827026,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:03.827116,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:04.849935,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:06.865971,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:11.121921,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:19.314079,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:21.101639,**,,SURICATA Applayer Detect protocol only one direction,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:34:35.441935,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:35:15.449332,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:36:14.457125,**,,ET 3CORESec Poor Reputation IP group 13,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:36:23.900725,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-21:36:50.711138,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:37:33.720886,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:37:33.720939,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:37:34.737961,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:37:36.753929,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:37:40.785964,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:37:48.977968,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:38:05.105950,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:38:47.986393,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:38:47.986606,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:39:29.685257,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:40:15.547069,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:40:18.336633,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-21:45:15.478048,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:46:38.248979,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:38.249111,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:39.250010,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:40.561512,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:40.561564,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:42.577978,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:46.833945,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:46:52.444617,**,,ET HUNTING ZIP file exfiltration over raw TCP,Classification: Misc activity,Priority: 3,,
03/18/2024-21:46:55.025954,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:47:11.153949,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:05.190383,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:05.190439,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:05.678195,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:05.678247,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:05.966261,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:06.706046,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:08.721928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:12.849919,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:21.041930,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:37.173915,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:54.901409,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:54.901494,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:55.421702,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:55.421774,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:56.051962,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:56.052051,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:57.073991,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:48:59.089928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:49:03.281971,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:49:11.473917,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:49:27.602029,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:15.442505,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-21:50:54.746548,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:54.746624,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:54.758586,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:54.758627,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:55.761917,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:55.816115,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:55.816172,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:50:57.841920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:51:02.065944,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:51:10.258007,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:51:26.385920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-21:52:35.521973,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
